,value,trip_class,origin,number_of_changes,gate,found_at,distance,destination,depart_date,airline,actual
3807,7736.0,0,MOW,2.0,Kiwi.com,2022-02-02T20:16:12,0,KRK,2022-09-25,W6,True
3808,31191.0,0,MOW,2.0,Kiwi.com,2022-02-08T09:24:59,0,OKA,2022-09-30,EY,True
3809,22990.0,0,MOW,1.0,S7 Airlines,2022-02-03T21:51:16,0,DYR,2022-09-04,S7,True
3810,23709.0,0,MOW,3.0,KupiBilet.ru,2022-02-09T07:11:33,0,YMQ,2022-09-10,WS,True
3811,36802.0,0,MOW,2.0,OneTwoTrip,2022-02-06T19:30:13,0,PAE,2022-09-09,SU,True
3812,40957.0,0,MOW,2.0,Tickets.ru,2022-02-07T19:48:22,0,MVD,2022-09-02,SU,True
3813,7183.0,0,MOW,1.0,Aviakassa,2022-02-04T19:39:27,0,TRD,2022-09-22,AY,True
3814,9656.0,0,MOW,1.0,City.Travel,2022-02-06T19:53:01,0,DBV,2022-09-11,AY,True
3815,19815.0,0,MOW,1.0,Tickets.ru,2022-02-04T18:57:19,0,JED,2022-09-05,PC,True
3816,3422.0,0,MOW,0.0,Kiwi.com,2022-02-09T08:13:06,0,AUH,2022-09-10,5W,True
3817,10076.0,0,MOW,2.0,Kiwi.com,2022-02-04T23:01:38,0,BDS,2022-09-10,W6,True
3818,44460.0,0,MOW,1.0,City.Travel,2022-02-06T18:06:50,0,TNR,2022-09-02,ET,True
3819,8378.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T17:44:29,0,ZTH,2022-09-24,Y7,True
3820,14820.0,0,MOW,1.0,MEGO.travel,2022-02-06T06:42:19,0,YKS,2022-09-15,U6,True
3821,2785.0,0,MOW,0.0,Пегас Тур,2022-02-09T09:02:24,0,IKU,2022-09-09,S7,True
3822,8963.0,0,MOW,1.0,Belavia,2022-02-08T14:27:09,0,TBS,2022-09-05,B2,True
3823,4799.0,0,MOW,0.0,OneTwoTrip,2022-02-08T04:34:54,0,BAX,2022-09-04,DP,True
3824,7820.0,0,MOW,1.0,Aviakassa,2022-02-08T11:39:09,0,CPH,2022-09-03,AY,True
3825,11979.0,0,MOW,2.0,Kiwi.com,2022-02-07T18:44:20,0,EVE,2022-09-14,N4,True
3826,28571.0,0,MOW,2.0,Kissandfly,2022-02-08T12:02:53,0,UIO,2022-09-11,SU,True
3827,6379.0,0,MOW,2.0,Kiwi.com,2022-02-02T21:41:19,0,PMI,2022-09-06,W6,True
3828,20978.0,0,MOW,1.0,Aviakassa,2022-02-06T19:36:44,0,SGN,2022-09-17,TK,True
3829,3199.0,0,MOW,0.0,OneTwoTrip,2022-02-08T07:16:12,0,AER,2022-09-16,DP,True
3830,34016.0,0,MOW,1.0,TAP Portugal,2022-02-03T17:50:43,0,BSB,2022-09-10,TP,True
3831,23197.0,0,MOW,3.0,KupiBilet.ru,2022-02-07T20:02:56,0,YTO,2022-09-16,WS,True
3832,9382.0,0,MOW,2.0,Kiwi.com,2022-02-07T21:50:30,0,FNC,2022-09-24,W9,True
3833,12520.0,0,MOW,3.0,Kissandfly,2022-02-03T22:01:54,0,HRG,2022-09-26,U2,True
3834,32603.0,0,MOW,2.0,Kiwi.com,2022-02-05T21:01:10,0,ADZ,2022-09-16,SU,True
3835,12520.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T07:51:46,0,LPA,2022-09-04,BT,True
3836,9750.0,0,MOW,2.0,Kiwi.com,2022-02-03T13:55:32,0,SJJ,2022-09-10,W6,True
3837,15056.0,0,MOW,1.0,SuperKassa.ru,2022-02-07T11:27:59,0,MJZ,2022-09-02,6R,True
3838,24134.0,0,MOW,2.0,Mytrip.com,2022-02-09T00:54:11,0,BOG,2022-09-09,SU,True
3839,9852.0,0,MOW,1.0,airBaltic,2022-02-08T08:24:49,0,PSA,2022-09-01,BT,True
3840,32610.0,0,MOW,2.0,Aviakassa,2022-02-08T12:35:18,0,MEL,2022-09-12,TK,True
3841,15433.0,0,MOW,1.0,S7 Airlines,2022-02-09T06:45:53,0,HTA,2022-09-14,S7,True
3842,2745.0,0,MOW,0.0,OneTwoTrip,2022-02-04T16:36:46,0,TJM,2022-09-09,UT,True
3843,26128.0,0,MOW,2.0,Mytrip.com,2022-02-08T18:28:26,0,TDX,2022-09-06,TK,True
3844,3299.0,0,MOW,0.0,OneTwoTrip,2022-02-08T06:26:58,0,PEE,2022-09-15,DP,True
3845,48575.0,0,MOW,2.0,Trip.com,2022-02-02T18:56:46,0,GAN,2022-09-07,QR,True
3846,9582.0,0,MOW,2.0,Kiwi.com,2022-02-06T14:06:45,0,MRS,2022-09-05,W6,True
3847,35081.0,0,MOW,2.0,Kiwi.com,2022-02-06T21:24:36,0,CZM,2022-09-19,SU,True
3848,25633.0,0,MOW,2.0,Aviakassa,2022-02-06T12:17:27,0,MNL,2022-09-02,S7,True
3849,3328.0,0,MOW,0.0,SuperKassa.ru,2022-02-05T12:27:32,0,KRO,2022-09-05,DP,True
3850,51352.0,0,MOW,3.0,KupiBilet.ru,2022-02-08T14:33:35,0,SHA,2022-09-01,TK,True
3851,113676.0,0,MOW,3.0,Tickets.ru,2022-02-04T22:01:37,0,SIA,2022-09-01,5J,True
3852,17458.0,0,MOW,3.0,Aviakassa,2022-02-08T15:29:17,0,GOI,2022-09-29,EY,True
3853,6768.0,0,MOW,0.0,Uzbekistan airways,2022-02-05T10:17:45,0,FEG,2022-09-01,HY,True
3854,4618.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T15:56:40,0,KIV,2022-09-02,SU,True
3855,9926.0,0,MOW,1.0,SuperKassa.ru,2022-02-04T21:26:40,0,ZAG,2022-09-23,SU,True
3856,7047.0,0,MOW,0.0,SuperKassa.ru,2022-02-07T09:05:55,0,AZN,2022-09-10,HY,True
3857,17916.0,0,MOW,1.0,OneTwoTrip,2022-02-03T10:28:55,0,IXE,2022-09-23,5W,True
3858,10208.0,0,MOW,1.0,Kiwi.com,2022-02-08T14:39:24,0,ANK,2022-09-12,PC,True
3859,6380.0,0,MOW,2.0,Kiwi.com,2022-02-02T13:35:31,0,NAP,2022-09-30,W6,True
3860,3000.0,0,MOW,0.0,Nebo.Travel,2022-02-09T08:16:20,0,BOJ,2022-09-12,FB,True
3861,34208.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T10:08:11,0,HNL,2022-09-11,SU,True
3862,8126.0,0,MOW,1.0,Aviakassa,2022-02-06T17:03:45,0,WAW,2022-09-17,AY,True
3863,3599.0,0,MOW,0.0,OneTwoTrip,2022-02-06T21:14:43,0,GDZ,2022-09-17,DP,True
3864,30436.0,0,MOW,1.0,KupiBilet.ru,2022-02-05T11:24:52,0,PDX,2022-09-01,SU,True
3865,7045.0,0,MOW,0.0,MEGO.travel,2022-02-06T12:23:06,0,PUY,2022-09-06,S7,True
3866,8264.0,0,MOW,1.0,Mytrip.com,2022-02-08T17:52:37,0,AMS,2022-09-23,JU,True
3867,6507.0,0,MOW,1.0,Kiwi.com,2022-02-08T10:32:06,0,TLV,2022-09-30,5W,True
3868,3455.0,0,MOW,0.0,KupiBilet.ru,2022-02-02T14:05:05,0,SIP,2022-09-30,N4,True
3869,11536.0,0,MOW,3.0,Tickets.ru,2022-02-04T11:54:33,0,FEZ,2022-09-14,W6,True
3870,9060.0,0,MOW,1.0,OZON,2022-02-08T10:41:54,0,RGK,2022-09-07,UT,True
3871,6633.0,0,MOW,1.0,Kiwi.com,2022-02-09T10:52:31,0,ATH,2022-09-02,A3,True
3872,8165.0,0,MOW,2.0,Kiwi.com,2022-02-04T16:11:14,0,ALC,2022-09-22,W6,True
3873,25491.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T06:55:06,0,CHI,2022-09-01,SU,True
3874,28108.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T08:50:06,0,FLL,2022-09-07,SU,True
3875,18697.0,0,MOW,1.0,OneTwoTrip,2022-02-06T14:47:18,0,BGW,2022-09-01,PC,True
3876,64501.0,0,MOW,2.0,Trip.com,2022-02-06T22:24:16,0,AZS,2022-09-01,AC,True
3877,4255.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T07:03:08,0,OVB,2022-09-04,R3,True
3878,4492.0,0,MOW,0.0,KupiBilet.ru,2022-02-04T20:04:15,0,REN,2022-09-20,N4,True
3879,25453.0,0,MOW,2.0,City.Travel,2022-02-08T12:36:26,0,CPT,2022-09-20,EY,True
3880,3480.0,0,MOW,0.0,OneTwoTrip,2022-02-02T21:58:23,0,ESL,2022-09-19,A4,True
3881,31027.0,0,MOW,1.0,Kiwi.com,2022-02-04T20:30:25,0,MEX,2022-09-04,SU,True
3882,46629.0,0,MOW,1.0,AirFrance,2022-02-05T23:27:40,0,YAO,2022-09-01,AF,True
3883,6351.0,0,MOW,2.0,Kiwi.com,2022-02-02T11:27:12,0,CAG,2022-09-20,W6,True
3884,11043.0,0,MOW,3.0,Tickets.ru,2022-02-03T00:41:22,0,PUF,2022-09-10,W6,True
3885,6610.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T14:52:48,0,TAS,2022-09-01,S7,True
3886,36948.0,0,MOW,2.0,Kiwi.com,2022-02-08T13:16:05,0,RIO,2022-09-05,TP,True
3887,17165.0,0,MOW,1.0,Aviakassa,2022-02-04T12:49:53,0,COK,2022-09-16,5W,True
3888,8005.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T02:40:22,0,AYT,2022-09-07,S7,True
3889,3299.0,0,MOW,0.0,OneTwoTrip,2022-02-08T13:10:58,0,STW,2022-09-04,DP,True
3890,95112.0,0,MOW,1.0,SuperKassa.ru,2022-02-06T16:29:47,0,LXA,2022-09-23,CA,True
3891,3299.0,0,MOW,0.0,OneTwoTrip,2022-02-09T07:52:57,0,VOG,2022-09-02,DP,True
3892,20135.0,0,MOW,1.0,Kiwi.com,2022-02-07T07:30:18,0,MED,2022-09-29,PC,True
3893,61938.0,0,MOW,2.0,Tinkoff,2022-02-05T03:54:42,0,KOE,2022-09-17,EK,True
3894,13716.0,0,MOW,2.0,Kiwi.com,2022-02-06T17:45:39,0,LEI,2022-09-01,A3,True
3895,8920.0,0,MOW,1.0,MEGO.travel,2022-02-08T06:13:59,0,ZRH,2022-09-17,AY,True
3896,25678.0,0,MOW,2.0,Mytrip.com,2022-02-09T09:54:31,0,PNH,2022-09-13,WY,True
3897,4399.0,0,MOW,0.0,OneTwoTrip,2022-02-02T20:22:55,0,KVX,2022-09-14,DP,True
3898,10955.0,0,MOW,1.0,Trip.com,2022-02-05T12:24:16,0,OSR,2022-09-01,LO,True
3899,12176.0,0,MOW,1.0,Kiwi.com,2022-02-06T18:43:15,0,FLR,2022-09-07,BA,True
3900,12200.0,0,MOW,0.0,Utair,2022-02-09T08:29:44,0,DYU,2022-09-26,UT,True
3901,11454.0,0,MOW,1.0,Kiwi.com,2022-02-04T18:02:17,0,FAO,2022-09-15,W9,True
3902,13606.0,0,MOW,2.0,Trip.com,2022-02-07T15:50:12,0,PED,2022-09-03,LO,True
3903,6393.0,0,MOW,1.0,Utair,2022-02-08T06:51:23,0,NYA,2022-09-13,UT,True
3904,11771.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T09:36:31,0,KHV,2022-09-18,N4,True
3905,18308.0,0,MOW,1.0,MyHolidays,2022-02-06T09:17:40,0,HKG,2022-09-01,TK,True
3906,27001.0,0,MOW,2.0,Aviakassa,2022-02-06T20:06:07,0,PQC,2022-09-24,SQ,True
3907,4631.0,0,MOW,1.0,Aviakassa,2022-02-09T10:05:37,0,EVN,2022-09-19,S7,True
3908,3735.0,0,MOW,0.0,OneTwoTrip,2022-02-07T08:29:29,0,NUX,2022-09-16,UT,True
3909,13561.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T10:04:12,0,PKC,2022-09-03,WZ,True
3910,7021.0,0,MOW,0.0,MEGO.travel,2022-02-09T10:35:02,0,TMJ,2022-09-28,HY,True
3911,20880.0,0,MOW,2.0,MEGO.travel,2022-02-06T07:32:00,0,SXR,2022-09-30,EY,True
3912,7908.0,0,MOW,1.0,Kiwi.com,2022-02-07T14:20:30,0,POZ,2022-09-27,W9,True
3913,65943.0,0,MOW,3.0,SuperSaver,2022-02-06T22:03:00,0,CJC,2022-09-23,QR,True
3914,22066.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T07:48:16,0,WAS,2022-10-15,SU,True
3915,10388.0,0,MOW,2.0,Kiwi.com,2022-02-07T15:09:09,0,SPU,2022-10-07,W6,True
3916,98737.0,0,MOW,2.0,Biletix,2022-02-05T12:51:44,0,IPC,2022-10-08,LA,True
3917,11162.0,0,MOW,1.0,OneTwoTrip,2022-02-04T23:00:34,0,ABA,2022-10-05,S7,True
3918,8926.0,0,MOW,2.0,OneTwoTrip,2022-02-06T12:39:11,0,CAI,2022-10-25,A3,True
3919,8125.0,0,MOW,1.0,Kiwi.com,2022-02-08T18:14:41,0,PRG,2022-10-01,W9,True
3920,6516.0,0,MOW,2.0,Kiwi.com,2022-02-07T09:47:50,0,LCA,2022-10-09,W9,True
3921,7356.0,0,MOW,1.0,Aviakassa,2022-02-08T19:31:19,0,TLL,2022-10-02,W9,True
3922,8541.0,0,MOW,0.0,OneTwoTrip,2022-02-03T13:54:45,0,GBB,2022-10-17,N4,True
3923,60107.0,0,MOW,4.0,KupiBilet.ru,2022-02-05T11:34:48,0,MDZ,2022-10-27,AV,True
3924,7969.0,0,MOW,2.0,Kiwi.com,2022-02-07T08:47:17,0,JTR,2022-10-09,W9,True
3925,29853.0,0,MOW,1.0,City.Travel,2022-02-03T22:10:22,0,BJS,2022-10-28,OM,True
3926,2749.0,0,MOW,0.0,OneTwoTrip,2022-02-08T18:28:54,0,ASF,2022-10-23,DP,True
3927,3889.0,0,MOW,1.0,Kiwi.com,2022-02-09T04:54:20,0,DUB,2022-10-19,W9,True
3928,5672.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T08:51:45,0,TIA,2022-10-13,A3,True
3929,8416.0,0,MOW,0.0,OZON,2022-02-09T06:23:11,0,FMM,2022-10-10,DP,True
3930,37987.0,0,MOW,3.0,KupiBilet.ru,2022-02-08T22:14:49,0,SCL,2022-10-11,AV,True
3931,30101.0,0,MOW,1.0,Kissandfly,2022-02-05T23:32:13,0,SJU,2022-10-22,SU,True
3932,5635.0,0,MOW,1.0,OneTwoTrip,2022-02-06T06:10:13,0,HMA,2022-10-19,UT,True
3933,28882.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T04:50:46,0,PUJ,2022-10-28,SU,True
3934,8588.0,0,MOW,1.0,Mytrip.com,2022-02-08T11:29:34,0,INI,2022-10-07,JU,True
3935,29220.0,0,MOW,1.0,MEGO.travel,2022-02-03T22:12:39,0,PNQ,2022-10-28,SU,True
3936,3915.0,0,MOW,0.0,OneTwoTrip,2022-02-07T07:21:30,0,NOJ,2022-10-20,UT,True
3937,28136.0,0,MOW,2.0,Kiwi.com,2022-02-06T15:20:51,0,RDU,2022-10-12,SU,True
3938,10385.0,0,MOW,1.0,MEGO.travel,2022-02-07T09:07:00,0,BEY,2022-10-05,A3,True
3939,11655.0,0,MOW,2.0,Kiwi.com,2022-02-02T15:50:06,0,TER,2022-10-04,W9,True
3940,10135.0,0,MOW,1.0,SuperKassa.ru,2022-02-07T09:58:03,0,AOK,2022-10-05,A3,True
3941,23883.0,0,MOW,1.0,City.Travel,2022-02-02T14:55:10,0,SIN,2022-10-14,EY,True
3942,12097.0,0,MOW,1.0,Mytrip.com,2022-02-09T11:02:11,0,DEL,2022-10-01,EY,True
3943,7287.0,0,MOW,1.0,Mytrip.com,2022-02-07T17:38:07,0,IEV,2022-10-10,LO,True
3944,2280.0,0,MOW,0.0,Red Wings,2022-02-08T22:49:40,0,RTW,2022-10-28,WZ,True
3945,11134.0,0,MOW,1.0,Kissandfly,2022-02-04T06:53:30,0,FKB,2022-10-02,W9,True
3946,7950.0,0,MOW,1.0,SuperKassa.ru,2022-02-05T04:51:25,0,IZM,2022-10-09,A3,True
3947,4466.0,0,MOW,0.0,Biletix,2022-02-09T08:10:23,0,CEK,2022-10-12,N4,True
3948,29799.0,0,MOW,1.0,Kiwi.com,2022-02-06T15:24:25,0,SAN,2022-10-12,SU,True
3949,33552.0,0,MOW,2.0,Aviakassa,2022-02-08T07:45:49,0,TPE,2022-10-22,QR,True
3950,9966.0,0,MOW,3.0,Tickets.ru,2022-02-02T16:48:17,0,GLA,2022-10-10,W6,True
3951,19192.0,0,MOW,1.0,SuperSaver,2022-02-09T06:22:19,0,MLE,2022-10-01,EY,True
3952,30204.0,0,MOW,2.0,Aviakassa,2022-02-08T18:51:00,0,PUS,2022-10-31,S7,True
3953,8984.0,0,MOW,1.0,Kiwi.com,2022-02-08T20:17:51,0,GZP,2022-10-18,DP,True
3954,9090.0,0,MOW,0.0,MEGO.travel,2022-02-06T13:15:40,0,NNM,2022-10-14,UT,True
3955,14389.0,0,MOW,1.0,SuperSaver,2022-02-09T05:59:29,0,UKK,2022-10-06,KC,True
3956,7983.0,0,MOW,1.0,OneTwoTrip,2022-02-08T17:50:39,0,CAS,2022-10-13,W9,True
3957,4281.0,0,MOW,0.0,Razlet.RU,2022-02-09T00:01:07,0,KJA,2022-10-09,N4,True
3958,8312.0,0,MOW,1.0,Tickets.ru,2022-02-04T15:27:04,0,GVA,2022-10-03,AY,True
3959,10232.0,0,MOW,1.0,Kiwi.com,2022-02-09T00:37:28,0,ADA,2022-10-03,PC,True
3960,7520.0,0,MOW,1.0,Kiwi.com,2022-02-03T12:20:51,0,LJU,2022-10-02,W9,True
3961,2399.0,0,MOW,0.0,OneTwoTrip,2022-02-07T08:41:51,0,MRV,2022-10-10,DP,True
3962,29222.0,0,MOW,2.0,KupiBilet.ru,2022-02-05T17:07:17,0,MBJ,2022-10-10,SU,True
3963,50608.0,0,MOW,2.0,Kiwi.com,2022-02-09T02:00:03,0,WLG,2022-10-27,SU,True
3964,5848.0,0,MOW,1.0,Kiwi.com,2022-02-07T15:17:10,0,TCI,2022-10-08,W9,True
3965,4049.0,0,MOW,0.0,S7 Airlines,2022-02-09T06:40:36,0,GOJ,2022-10-15,S7,True
3966,4758.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T09:17:28,0,LIS,2022-10-22,W9,True
3967,4801.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T19:30:26,0,BOD,2022-10-16,W9,True
3968,11050.0,0,MOW,0.0,S7 Airlines,2022-02-03T08:25:25,0,LBD,2022-10-06,S7,True
3969,3431.0,0,MOW,0.0,Kiwi.com,2022-02-08T20:14:34,0,DEB,2022-10-08,W6,True
3970,13592.0,0,MOW,1.0,S7 Airlines,2022-02-09T06:59:33,0,GDX,2022-10-11,S7,True
3971,7500.0,0,MOW,1.0,KupiBilet.ru,2022-02-05T17:27:44,0,BEG,2022-10-04,N4,True
3972,8963.0,0,MOW,1.0,Belavia,2022-02-09T07:59:43,0,BUS,2022-10-01,B2,True
3973,14430.0,0,MOW,1.0,MEGO.travel,2022-02-03T22:43:45,0,DOH,2022-10-05,N4,True
3974,11318.0,0,MOW,2.0,MEGO.travel,2022-02-08T14:54:24,0,GRO,2022-10-04,FR,True
3975,66131.0,0,MOW,2.0,Kiwi.com,2022-02-03T13:02:07,0,PBM,2022-10-08,PY,True
3976,6760.0,0,MOW,0.0,Uzbekistan airways,2022-02-05T20:31:32,0,NMA,2022-10-09,HY,True
3977,7569.0,0,MOW,1.0,Biletix,2022-02-09T09:59:22,0,SKP,2022-10-18,N4,True
3978,5594.0,0,MOW,0.0,TUI,2022-02-06T20:07:07,0,KEJ,2022-10-22,DP,True
3979,28607.0,0,MOW,2.0,Mytrip.com,2022-02-08T16:39:21,0,UTP,2022-10-31,EY,True
3980,39052.0,0,MOW,1.0,City.Travel,2022-02-08T11:36:44,0,VFA,2022-10-08,LH,True
3981,2219.0,0,MOW,0.0,KupiBilet.ru,2022-02-06T08:52:14,0,MCX,2022-10-16,R3,True
3982,10320.0,0,MOW,0.0,MEGO.travel,2022-02-05T08:24:09,0,SLY,2022-10-01,YC,True
3983,34492.0,0,MOW,2.0,Kiwi.com,2022-02-06T17:45:09,0,BRN,2022-10-06,SU,True
3984,13720.0,0,MOW,2.0,Kiwi.com,2022-02-05T08:19:59,0,BNX,2022-10-01,W6,True
3985,5206.0,0,MOW,1.0,Kiwi.com,2022-02-06T16:22:47,0,MAD,2022-10-11,W9,True
3986,35510.0,0,MOW,1.0,MEGO.travel,2022-02-06T18:50:52,0,BWI,2022-10-20,SU,True
3987,4243.0,0,MOW,0.0,OneTwoTrip,2022-02-08T16:16:25,0,SCW,2022-10-13,SU,True
3988,1685.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T10:09:17,0,AAQ,2022-10-07,N4,True
3989,2138.0,0,MOW,0.0,Kiwi.com,2022-02-09T11:03:39,0,LON,2022-10-25,W9,True
3990,7910.0,0,MOW,2.0,Kiwi.com,2022-02-08T18:29:50,0,SSH,2022-10-12,U2,True
3991,5733.0,0,MOW,1.0,Biletix,2022-02-04T06:55:44,0,FRA,2022-10-02,N4,True
3992,6494.0,0,MOW,2.0,Kiwi.com,2022-02-06T19:51:46,0,PMO,2022-10-20,W9,True
3993,33378.0,0,MOW,1.0,Mytrip.com,2022-02-05T12:12:55,0,LOS,2022-10-17,MS,True
3994,28359.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T14:04:01,0,CUN,2022-10-10,SU,True
3995,4813.0,0,MOW,1.0,Kiwi.com,2022-02-09T00:36:54,0,OSL,2022-10-19,W9,True
3996,49870.0,0,MOW,2.0,MEGO.travel,2022-02-06T16:48:57,0,CAN,2022-10-22,EY,True
3997,19563.0,0,MOW,1.0,OneTwoTrip,2022-02-05T16:00:19,0,HAN,2022-10-19,TK,True
3998,7251.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T08:58:36,0,RAK,2022-10-08,W9,True
3999,7018.0,0,MOW,2.0,Kiwi.com,2022-02-04T01:47:24,0,CTA,2022-10-27,W6,True
4000,6817.0,0,MOW,0.0,Uzbekistan airways,2022-02-03T18:06:28,0,NVI,2022-10-19,HY,True
4001,1785.0,0,MOW,0.0,KupiBilet.ru,2022-02-07T19:53:08,0,KRR,2022-10-20,N4,True
4002,18417.0,0,MOW,2.0,Kiwi.com,2022-02-08T21:26:39,0,AQJ,2022-10-08,FR,True
4003,5658.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T02:28:10,0,BUD,2022-10-15,W9,True
4004,5114.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:05:28,0,PAR,2022-10-12,W9,True
4005,6863.0,0,MOW,0.0,MEGO.travel,2022-02-05T19:24:10,0,FRU,2022-10-12,SU,True
4006,38565.0,0,MOW,2.0,SuperKassa.ru,2022-02-08T17:59:52,0,YYC,2022-10-31,TP,True
4007,10167.0,0,MOW,1.0,S7 Airlines,2022-02-08T17:26:17,0,NQZ,2022-10-27,S7,True
4008,5655.0,0,MOW,0.0,OZON,2022-02-09T07:24:07,0,SKD,2022-10-03,S7,True
4009,10550.0,0,MOW,1.0,MEGO.travel,2022-02-08T13:47:37,0,BQS,2022-10-03,N4,True
4010,3919.0,0,MOW,1.0,Tickets.ru,2022-02-04T16:59:09,0,KUF,2022-10-27,N4,True
4011,3699.0,0,MOW,0.0,OneTwoTrip,2022-02-08T18:22:49,0,TOF,2022-10-17,DP,True
4012,16661.0,0,MOW,2.0,OneTwoTrip,2022-02-07T14:22:59,0,NAV,2022-10-01,PC,True
4013,6622.0,0,MOW,1.0,Kiwi.com,2022-02-08T12:17:17,0,BAK,2022-10-17,DP,True
4014,55418.0,0,MOW,2.0,Kiwi.com,2022-02-08T01:09:04,0,AKL,2022-10-27,JQ,True
4015,6476.0,0,MOW,1.0,Kiwi.com,2022-02-08T21:25:22,0,TIV,2022-10-15,W9,True
4016,29371.0,0,MOW,2.0,Mytrip.com,2022-02-08T18:02:20,0,PTY,2022-10-30,UA,True
4017,9048.0,0,MOW,0.0,Tinkoff,2022-02-08T18:37:24,0,DXB,2022-10-07,DP,True
4018,30165.0,0,MOW,1.0,Kiwi.com,2022-02-08T12:57:20,0,CLE,2022-10-22,SU,True
4019,7122.0,0,MOW,1.0,Kiwi.com,2022-02-06T16:48:16,0,VCE,2022-10-13,W9,True
4020,21642.0,0,MOW,1.0,Mytrip.com,2022-02-07T13:46:22,0,JNB,2022-10-13,EY,True
4021,23491.0,0,MOW,1.0,TAP Portugal,2022-02-03T14:28:28,0,RAI,2022-10-15,TP,True
4022,4344.0,0,MOW,1.0,Kiwi.com,2022-02-09T09:58:07,0,SOF,2022-10-12,W9,True
4023,14488.0,0,MOW,1.0,Kiwi.com,2022-02-08T04:32:32,0,REK,2022-10-07,BA,True
4024,12007.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T14:29:03,0,VVO,2022-10-13,N4,True
4025,4205.0,0,MOW,0.0,Red Wings,2022-02-09T07:27:15,0,EGO,2022-10-06,WZ,True
4026,6867.0,0,MOW,1.0,Kiwi.com,2022-02-07T07:20:24,0,PFO,2022-10-09,FR,True
4027,22011.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T06:10:10,0,LAX,2022-10-01,SU,True
4028,21362.0,0,MOW,1.0,Mytrip.com,2022-02-02T18:28:57,0,SEZ,2022-10-01,EY,True
4029,21140.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T11:03:39,0,TYO,2022-10-26,TK,True
4030,4875.0,0,MOW,1.0,Kiwi.com,2022-02-04T07:13:58,0,KTW,2022-10-18,W9,True
4031,2224.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T15:43:35,0,OSW,2022-10-08,N4,True
4032,26217.0,0,MOW,2.0,Mytrip.com,2022-02-03T20:31:40,0,CNX,2022-10-15,EY,True
4033,26878.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T07:47:25,0,SFO,2022-10-15,SU,True
4034,6179.0,0,MOW,1.0,Kiwi.com,2022-02-09T03:27:40,0,OSS,2022-10-22,A4,True
4035,19021.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T07:46:47,0,NYC,2022-10-15,SU,True
4036,2949.0,0,MOW,0.0,OneTwoTrip,2022-02-05T18:57:08,0,PES,2022-10-28,DP,True
4037,4185.0,0,MOW,0.0,Utair,2022-02-09T06:40:47,0,GRV,2022-10-08,UT,True
4038,23170.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T09:02:21,0,BOS,2022-10-20,SU,True
4039,6175.0,0,MOW,0.0,MEGO.travel,2022-02-07T18:26:30,0,VAR,2022-10-03,S7,True
4040,8995.0,0,MOW,0.0,OneTwoTrip,2022-02-07T18:40:35,0,SHJ,2022-10-01,N4,True
4041,10339.0,0,MOW,1.0,Kiwi.com,2022-02-03T15:01:46,0,ECN,2022-10-22,PC,True
4042,2499.0,0,MOW,0.0,City.Travel,2022-02-08T14:16:43,0,OGZ,2022-10-07,S7,True
4043,29253.0,0,MOW,1.0,KupiBilet.ru,2022-02-04T12:14:31,0,AUS,2022-10-03,SU,True
4044,6553.0,0,MOW,2.0,Kiwi.com,2022-02-08T19:50:52,0,VLC,2022-10-04,W9,True
4045,1435.0,0,MOW,0.0,Utair,2022-02-09T10:11:10,0,KGD,2022-10-10,UT,True
4046,10219.0,0,MOW,1.0,Kiwi.com,2022-02-02T18:51:07,0,ASR,2022-10-13,N4,True
4047,5830.0,0,MOW,0.0,KupiBilet.ru,2022-02-06T17:09:30,0,BHK,2022-10-05,S7,True
4048,5584.0,0,MOW,0.0,TUI,2022-02-09T07:18:20,0,IKT,2022-10-03,DP,True
4049,5765.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T20:46:54,0,IST,2022-10-12,N4,True
4050,29271.0,0,MOW,3.0,OneTwoTrip,2022-02-07T15:16:24,0,YVR,2022-10-05,WS,True
